title,country,release_year,genre,description,Streaming Service
Mathu Vadalara,India,2019,Drama,"Babu is a delivery boy living with his friends Yesu and Abhi. Due to his meagre salary, he decides to quit, but then Yesu gives him an idea. The idea, however, soon spirals out of control and Babu finds himself deep in trouble. Will he survive the consequences of his own actions?",Amazon
Luv Ka The End,India,2011,"Comedy, Drama, International","This is a young anti rom com kind of movie focussing on, Rhea Dialdas and Luv Nanda. On the eve of her 18th birthday, they plan to take their relationship to the 'next level', but she accidentally finds out that Luv is not really the nice guy she thought he was. Humiliated and hurt, she decides to teach him a few kick-ass lessons he will never forget and sets out to do so with her friends.",Amazon
"Love, Kennedy",United States,2017,Faith and Spirituality,"Kennedy Hansen is a 15 year old girl with three goals, drive a car, date boys and be a cheerleader. Even though she contracts a terrible disease, Kennedy is able to triump over her obstacles and make her dreams come true.",Amazon
Love Simple,United States,2011,Drama,Adam and Seta fall madly in love after meeting in a Brooklyn laundromat. She suffers from Lupus. He's stuck at home caring for his chronically ill father. Both lie through their teeth to avoid having to reveal they are anything but perfect.,Amazon
LAW,India,2020,Suspense,"There are umpteen stories that involve crime and investigations. Sometimes, the case even gets dismissed due to lack of evidence and the accused are set free. However ‘Law’ is a paradigm shift from the rest in this genre. Nandhini, a law student who is caught in a precarious situation fights for justice for a gruesome crime that took place.",Amazon
KROOS (4K UHD),Germany,2019,"Documentary, Special Interest","KROOS is a look behind the scenes of the closed-off world of international football, featuring footage and interviews with icons like Zinédine Zidane, Pep Guardiola, Luka Modrić, Sergio Ramos and the singer Robbie Williams.",Amazon
KROOS,Germany,2019,"Documentary, Special Interest","There are only a few iconic football stars being constantly admired across the globe for their art of handling a ball and controlling a game, winning basically all the relevant titles. There are a hand full of players in each generation and Toni Kroos is one of them.",Amazon
Knights of Badassdom,United States,2014,"Action, Comedy, Fantasy",Live-action role players conjure up a demon from Hell by mistake and they must deal with the consequences.,Amazon
Kesari,India,2019,"Action, Drama, Historical","Based on an incredible true story of the Battle of Saragarhi in which an army of 21 Sikhs fought against 10,000 Afghans in 1897.",Amazon
Kapatadhaari (4K UHD),India,2021,Suspense,A passionate traffic police who is bored of his routine job stumbles across some skeletons which ignite his soulless life. When he probes into the case he comes across a cop who had investigated the case in the past.,Amazon
Kapatadhaari,India,2021,Suspense,A passionate traffic police who is bored of his routine job stumbles across some skeletons which ignite his soulless life. When he probes into the case he comes across a cop who had investigated the case in the past.,Amazon
Kalank,India,2019,"Drama, International, Romance","Set in 1945, in Pre-Independent India, ‘Kalank’ is the story of a vivid and ethereal world, lost when the fire of Partition engulfs the city and the country. It’s the story of the shades of Reds in their lives as they yearn for hues of love while Husnabad gets soaked in the reds of violence and revenge.",Amazon
Kadaikutty Singam,India,2018,"Action, Adventure, Drama","Gunasingam, a family-loving farmer who hails from a small town, tries his best to keep his big family united.",Amazon
Kabadadaari (4K UHD),India,2021,Suspense,A passionate traffic police who is bored of his routine job stumbles across some skeletons which ignite his soulless life. When he probes into the case he comes across a cop who had investigated the case in the past.,Amazon
Kabadadaari,India,2021,Suspense,A passionate traffic police who is bored of his routine job stumbles across some skeletons which ignite his soulless life. When he probes into the case he comes across a cop who had investigated the case in the past.,Amazon
Joni,United States,1979,Drama,"She was young...vital...just 17, when a diving accident snapped her neck and left her paralyzed. The months that followed were filled with great physical, emotional, and spiritual struggles for Joni Eareckson Tada. In this true-life story, Joni relives her joys and sorrows, her fears and victories. Trying to cope, she learns to paint using her mouth and finds strength in her new faith.",Amazon
Ishqeria,India,2018,"Comedy, Drama, International","Ishqeria is a story of a small town girl who falls madly in love with the most sought after guy in college. It is a journey of first love, growing up and second chances.",Amazon
Ishq,India,2019,"Drama, International, Suspense","ISHQ is the story of Sachi and Vasudha,two young lovers who went for a romantic interlude one night. During the journey, how fate plays spoilsport and how a normal journey can turn into terror and what impact that incident stamps on their life forms the crux of the story. The movie deals with the issue of moral policing which is rampant in present day India.",Amazon
Ishaqzaade,India,2012,International,"Rising from the ashes of hooliganism & small town clan wars, comes the love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love. A story about two fiery bloods played by Arjun Kapoor & Parineeti Chopra, and their fight for power & supremacy. A story about love brewing in the often unrealistic and daunting political confines of rural India. A story called ISHAQZAADE.",Amazon
Instant Death,United Kingdom,2017,Action,"A gang war for drug dominance draws in a disturbed Special Forces veteran John Bradley. The underworld's retribution on his last connection to humanity, a daughter and grandchild leads to a descent of fury and violence.",Amazon
Inconceivable,"United Kingdom, United States",2017,Suspense,"Starring Nicolas Cage, Gina Gershon, Nicky Whelan, and Faye Dunaway, this dark thriller depicts a wealthy couple that shelters a young runaway mother, dangerously unaware of the woman's dark past.",Amazon
Hotel Coolgardie,Australia,2017,Documentary,"In remotest red-dust Australia is the sleepy mining town of Coolgardie. When two Finnish girls take jobs in the town's pub, they find themselves in a trial of endurance, and soon realise that pouring pints is the least of their work. Amusing, disturbing, and thoroughly bizarre, this candid documentary reveals the struggles of adapting to life in an insular community.",Amazon
